,flow,volume,vortex,side_f,side_h1,side_blended,PWG,meta
0,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
1,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
2,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
3,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
4,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
5,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
6,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
7,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
8,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
9,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
10,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
11,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
12,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
13,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
14,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
15,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
16,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
17,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
18,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
19,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
20,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
21,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
22,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
23,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
24,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
25,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
26,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
27,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
28,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
29,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
30,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
31,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
32,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
33,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
34,,,,,,,ATS24*22.0,Sidestack A (Red)Downstream C (Yellow)Mouthpiece D (Red - Closed)0% Infill (Blue)
